tender_id,buyer_id,buyer_name,tender_title,category,sub_category,location,state,estimated_value_inr,procurement_method,award_criteria,publication_date,submission_deadline,technical_evaluation_date,financial_evaluation_date,award_date,contract_duration_days,status
T232,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Haridwar,Electrical & Energy,Smart Metering System,Haridwar,Himachal Pradesh,65334063,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-13 11:30:00,2023-12-12 04:30:00,2023-12-22,2023-12-28,2024-01-03,180,AWARDED
T233,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Jaipur,Road Infrastructure,Highway Widening,Jaipur,Himachal Pradesh,140234039,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-13 11:30:00,2023-12-06 04:30:00,2023-12-11,2023-12-14,2023-12-22,365,AWARDED
T234,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at New Delhi,Civil Construction,Govt Senior School,New Delhi,Himachal Pradesh,134594720,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-15 11:30:00,2023-12-20 04:30:00,2023-12-30,2024-01-02,2024-01-10,540,AWARDED
T235,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Shimla,Water & Sanitation,Lift Irrigation Scheme,Shimla,Himachal Pradesh,21555309,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-16 11:30:00,2023-12-15 04:30:00,2023-12-23,2023-12-30,2024-01-05,90,AWARDED
T236,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Solan,Electrical & Energy,Smart Metering System,Solan,Himachal Pradesh,110519716,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-17 11:30:00,2023-12-13 04:30:00,2023-12-17,2023-12-22,2024-01-01,240,AWARDED
T237,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Mandi,Road Infrastructure,Bridge Construction,Mandi,Himachal Pradesh,61378737,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-11-20 11:30:00,2023-12-20 04:30:00,2023-12-29,2024-01-02,2024-01-05,90,AWARDED
T238,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Dharamshala,Civil Construction,Administrative Complex,Dharamshala,Himachal Pradesh,32572713,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-20 11:30:00,2023-12-19 04:30:00,2023-12-24,2023-12-31,2024-01-03,180,AWARDED
T239,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Chandigarh,Water & Sanitation,Stormwater Drainage Network,Chandigarh,Himachal Pradesh,36108919,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-11-21 11:30:00,2023-12-15 04:30:00,2023-12-20,2023-12-26,2023-12-30,365,AWARDED
T240,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Mohali,Electrical & Energy,HT Transmission Line,Mohali,Himachal Pradesh,7292855,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-23 11:30:00,2023-12-29 04:30:00,2024-01-03,2024-01-08,2024-01-15,365,AWARDED
T241,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Ludhiana,Road Infrastructure,Pavement Overlay,Ludhiana,Himachal Pradesh,70753561,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-24 11:30:00,2023-12-26 04:30:00,2023-12-30,2024-01-06,2024-01-15,180,AWARDED
T242,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Ambala,Civil Construction,Administrative Complex,Ambala,Himachal Pradesh,18861755,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-27 11:30:00,2023-12-28 04:30:00,2024-01-07,2024-01-10,2024-01-20,365,AWARDED
T243,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Panchkula,Water & Sanitation,Stormwater Drainage Network,Panchkula,Himachal Pradesh,113357617,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-27 11:30:00,2023-12-21 04:30:00,2023-12-30,2024-01-02,2024-01-09,240,AWARDED
T244,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Dehradun,Electrical & Energy,HT Transmission Line,Dehradun,Himachal Pradesh,78383667,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-28 11:30:00,2023-12-22 04:30:00,2023-12-30,2024-01-04,2024-01-13,180,AWARDED
T245,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Haridwar,Road Infrastructure,Rural Road Upgrade,Haridwar,Himachal Pradesh,31581829,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-29 11:30:00,2023-12-31 04:30:00,2024-01-06,2024-01-09,2024-01-14,240,AWARDED
T246,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Jaipur,Civil Construction,Community Health Center,Jaipur,Himachal Pradesh,86519983,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-30 11:30:00,2024-01-03 04:30:00,2024-01-13,2024-01-17,2024-01-25,180,AWARDED
T247,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at New Delhi,Water & Sanitation,Rural Water Supply Pipeline,New Delhi,Himachal Pradesh,28424327,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-04 11:30:00,2023-12-31 04:30:00,2024-01-07,2024-01-11,2024-01-20,240,AWARDED
T248,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Shimla,Electrical & Energy,Smart Metering System,Shimla,Himachal Pradesh,16530823,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-04 11:30:00,2024-01-02 04:30:00,2024-01-08,2024-01-11,2024-01-15,365,AWARDED
T249,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Solan,Road Infrastructure,Rural Road Upgrade,Solan,Himachal Pradesh,141108679,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-04 11:30:00,2024-01-06 04:30:00,2024-01-10,2024-01-15,2024-01-22,90,AWARDED
T250,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Mandi,Civil Construction,District Sports Stadium,Mandi,Himachal Pradesh,173918038,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-12-06 11:30:00,2024-01-02 04:30:00,2024-01-06,2024-01-10,2024-01-16,240,AWARDED
T251,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Dharamshala,Water & Sanitation,Sewage Treatment Plant,Dharamshala,Himachal Pradesh,45349220,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-07 11:30:00,2024-01-07 04:30:00,2024-01-15,2024-01-19,2024-01-27,365,AWARDED
T252,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Chandigarh,Electrical & Energy,HT Transmission Line,Chandigarh,Himachal Pradesh,147281290,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-08 11:30:00,2024-01-07 04:30:00,2024-01-14,2024-01-18,2024-01-27,365,AWARDED
T253,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Mohali,Road Infrastructure,Bridge Construction,Mohali,Himachal Pradesh,82146735,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-11 11:30:00,2024-01-03 04:30:00,2024-01-07,2024-01-11,2024-01-21,540,AWARDED
T254,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Ludhiana,Civil Construction,District Sports Stadium,Ludhiana,Himachal Pradesh,74503246,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-11 11:30:00,2024-01-03 04:30:00,2024-01-09,2024-01-12,2024-01-22,365,AWARDED
T255,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Ambala,Water & Sanitation,Sewage Treatment Plant,Ambala,Himachal Pradesh,169516589,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-12 11:30:00,2024-01-17 04:30:00,2024-01-22,2024-01-27,2024-02-01,540,AWARDED
T256,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Panchkula,Electrical & Energy,Substation 33/11kV,Panchkula,Himachal Pradesh,69290054,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-12-13 11:30:00,2024-01-07 04:30:00,2024-01-16,2024-01-22,2024-01-27,540,AWARDED
T257,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Dehradun,Road Infrastructure,Pavement Overlay,Dehradun,Himachal Pradesh,79670090,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-15 11:30:00,2024-01-16 04:30:00,2024-01-22,2024-01-27,2024-02-02,540,AWARDED
T258,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Haridwar,Civil Construction,Community Health Center,Haridwar,Himachal Pradesh,98421987,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-18 11:30:00,2024-01-19 04:30:00,2024-01-29,2024-02-02,2024-02-12,90,AWARDED
T259,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Jaipur,Water & Sanitation,Lift Irrigation Scheme,Jaipur,Himachal Pradesh,114572519,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-18 11:30:00,2024-01-22 04:30:00,2024-01-27,2024-01-31,2024-02-07,540,AWARDED
T260,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at New Delhi,Electrical & Energy,Smart Metering System,New Delhi,Himachal Pradesh,134055605,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-19 11:30:00,2024-01-22 04:30:00,2024-01-26,2024-02-02,2024-02-05,540,AWARDED
T261,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Shimla,Road Infrastructure,Bridge Construction,Shimla,Himachal Pradesh,126377220,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-20 11:30:00,2024-01-21 04:30:00,2024-01-30,2024-02-03,2024-02-11,540,AWARDED
T262,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Solan,Civil Construction,Community Health Center,Solan,Himachal Pradesh,50502184,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-21 11:30:00,2024-01-20 04:30:00,2024-01-28,2024-02-04,2024-02-08,180,AWARDED
T263,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Mandi,Water & Sanitation,Sewage Treatment Plant,Mandi,Himachal Pradesh,77243549,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-22 11:30:00,2024-01-24 04:30:00,2024-02-02,2024-02-07,2024-02-10,180,AWARDED
T264,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Dharamshala,Electrical & Energy,Solar Microgrid 500kW,Dharamshala,Himachal Pradesh,11149575,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-25 11:30:00,2024-01-30 04:30:00,2024-02-06,2024-02-09,2024-02-14,90,AWARDED
T265,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Chandigarh,Road Infrastructure,Rural Road Upgrade,Chandigarh,Himachal Pradesh,173119056,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-12-25 11:30:00,2024-01-16 04:30:00,2024-01-26,2024-01-30,2024-02-04,90,AWARDED
T266,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Mohali,Civil Construction,Govt Senior School,Mohali,Himachal Pradesh,64468417,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-26 11:30:00,2024-01-24 04:30:00,2024-02-03,2024-02-06,2024-02-10,240,AWARDED
T267,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Ludhiana,Water & Sanitation,Stormwater Drainage Network,Ludhiana,Himachal Pradesh,167155850,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-12-28 11:30:00,2024-01-25 04:30:00,2024-02-04,2024-02-08,2024-02-15,365,AWARDED
T268,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Ambala,Electrical & Energy,Solar Microgrid 500kW,Ambala,Himachal Pradesh,164144258,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-12-29 11:30:00,2024-01-27 04:30:00,2024-02-01,2024-02-07,2024-02-14,540,AWARDED
T269,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Panchkula,Road Infrastructure,Pavement Overlay,Panchkula,Himachal Pradesh,165007497,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-01 11:30:00,2024-01-24 04:30:00,2024-02-01,2024-02-04,2024-02-08,180,AWARDED
T270,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Dehradun,Civil Construction,District Sports Stadium,Dehradun,Himachal Pradesh,49686470,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-01 11:30:00,2024-02-05 04:30:00,2024-02-12,2024-02-15,2024-02-23,540,AWARDED
T271,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Haridwar,Water & Sanitation,Stormwater Drainage Network,Haridwar,Himachal Pradesh,31316898,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-02 11:30:00,2024-02-06 04:30:00,2024-02-15,2024-02-20,2024-02-24,180,AWARDED
T272,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Jaipur,Electrical & Energy,Smart Metering System,Jaipur,Himachal Pradesh,87650431,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-03 11:30:00,2024-01-26 04:30:00,2024-02-05,2024-02-12,2024-02-18,540,AWARDED
T273,B01,Public Works Department (PWD) - Roads Division,Bridge Construction for Public Works Department (PWD) at New Delhi,Road Infrastructure,Bridge Construction,New Delhi,Himachal Pradesh,167136761,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-04 11:30:00,2024-01-26 04:30:00,2024-02-04,2024-02-09,2024-02-13,90,AWARDED
T274,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Shimla,Civil Construction,Administrative Complex,Shimla,Himachal Pradesh,45019225,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-08 11:30:00,2024-02-08 04:30:00,2024-02-14,2024-02-21,2024-02-26,180,AWARDED
T275,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Solan,Water & Sanitation,Sewage Treatment Plant,Solan,Himachal Pradesh,18294964,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-08 11:30:00,2024-02-07 04:30:00,2024-02-17,2024-02-20,2024-02-26,240,AWARDED
T276,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Mandi,Electrical & Energy,HT Transmission Line,Mandi,Himachal Pradesh,156653093,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-08 11:30:00,2024-02-10 04:30:00,2024-02-20,2024-02-25,2024-03-02,240,AWARDED
T277,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Dharamshala,Road Infrastructure,Highway Widening,Dharamshala,Himachal Pradesh,21592650,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-10 11:30:00,2024-02-04 04:30:00,2024-02-11,2024-02-18,2024-02-26,180,AWARDED
T278,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Chandigarh,Civil Construction,Community Health Center,Chandigarh,Himachal Pradesh,172154399,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-01-11 11:30:00,2024-02-02 04:30:00,2024-02-10,2024-02-17,2024-02-21,365,AWARDED
T279,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Mohali,Water & Sanitation,Sewage Treatment Plant,Mohali,Himachal Pradesh,176372446,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-12 11:30:00,2024-02-07 04:30:00,2024-02-12,2024-02-18,2024-02-23,540,AWARDED
T280,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Ludhiana,Electrical & Energy,HT Transmission Line,Ludhiana,Himachal Pradesh,123387844,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-15 11:30:00,2024-02-13 04:30:00,2024-02-19,2024-02-23,2024-03-01,540,AWARDED
T281,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Ambala,Road Infrastructure,Rural Road Upgrade,Ambala,Himachal Pradesh,39723592,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-15 11:30:00,2024-02-15 04:30:00,2024-02-21,2024-02-27,2024-03-03,180,AWARDED
T282,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Panchkula,Civil Construction,Administrative Complex,Panchkula,Himachal Pradesh,93596311,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-16 11:30:00,2024-02-12 04:30:00,2024-02-22,2024-02-29,2024-03-09,240,AWARDED
T283,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Dehradun,Water & Sanitation,Rural Water Supply Pipeline,Dehradun,Himachal Pradesh,167934214,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-17 11:30:00,2024-02-09 04:30:00,2024-02-13,2024-02-17,2024-02-23,90,AWARDED
T284,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Haridwar,Electrical & Energy,HT Transmission Line,Haridwar,Himachal Pradesh,117993979,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-19 11:30:00,2024-02-14 04:30:00,2024-02-24,2024-02-29,2024-03-06,240,AWARDED
T285,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Jaipur,Road Infrastructure,Pavement Overlay,Jaipur,Himachal Pradesh,44486027,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-22 11:30:00,2024-02-15 04:30:00,2024-02-24,2024-03-01,2024-03-10,180,AWARDED
T286,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at New Delhi,Civil Construction,Administrative Complex,New Delhi,Himachal Pradesh,118658120,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-22 11:30:00,2024-02-22 04:30:00,2024-02-26,2024-03-04,2024-03-09,240,AWARDED
T287,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Shimla,Water & Sanitation,Rural Water Supply Pipeline,Shimla,Himachal Pradesh,124157690,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-23 11:30:00,2024-02-20 04:30:00,2024-03-01,2024-03-05,2024-03-12,240,AWARDED
T288,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Solan,Electrical & Energy,HT Transmission Line,Solan,Himachal Pradesh,58325265,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-24 11:30:00,2024-02-17 04:30:00,2024-02-23,2024-02-26,2024-02-29,365,AWARDED
T289,B01,Public Works Department (PWD) - Roads Division,Bridge Construction for Public Works Department (PWD) at Mandi,Road Infrastructure,Bridge Construction,Mandi,Himachal Pradesh,155331626,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-25 11:30:00,2024-02-28 04:30:00,2024-03-07,2024-03-10,2024-03-13,180,AWARDED
T290,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Dharamshala,Civil Construction,Community Health Center,Dharamshala,Himachal Pradesh,57220485,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-29 11:30:00,2024-02-29 04:30:00,2024-03-04,2024-03-08,2024-03-14,90,AWARDED
T291,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Chandigarh,Water & Sanitation,Stormwater Drainage Network,Chandigarh,Himachal Pradesh,71235011,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-01-29 11:30:00,2024-02-23 04:30:00,2024-03-02,2024-03-05,2024-03-12,180,AWARDED
T292,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Mohali,Electrical & Energy,Substation 33/11kV,Mohali,Himachal Pradesh,174415481,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-29 11:30:00,2024-03-02 04:30:00,2024-03-11,2024-03-14,2024-03-24,90,AWARDED
T293,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Ludhiana,Road Infrastructure,Bridge Construction,Ludhiana,Himachal Pradesh,66533611,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-01-30 11:30:00,2024-03-03 04:30:00,2024-03-10,2024-03-13,2024-03-16,365,AWARDED
T294,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Ambala,Civil Construction,Community Health Center,Ambala,Himachal Pradesh,31367711,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-01 11:30:00,2024-03-03 04:30:00,2024-03-07,2024-03-12,2024-03-17,240,AWARDED
T295,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Panchkula,Water & Sanitation,Rural Water Supply Pipeline,Panchkula,Himachal Pradesh,85047097,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-02 11:30:00,2024-03-01 04:30:00,2024-03-09,2024-03-16,2024-03-26,540,AWARDED
T296,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Dehradun,Electrical & Energy,Solar Microgrid 500kW,Dehradun,Himachal Pradesh,86664948,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-05 11:30:00,2024-03-06 04:30:00,2024-03-16,2024-03-22,2024-03-28,90,AWARDED
T297,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Haridwar,Road Infrastructure,Highway Widening,Haridwar,Himachal Pradesh,15277519,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-05 11:30:00,2024-03-02 04:30:00,2024-03-07,2024-03-11,2024-03-19,540,AWARDED
T298,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Jaipur,Civil Construction,Govt Senior School,Jaipur,Himachal Pradesh,6504764,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-06 11:30:00,2024-03-04 04:30:00,2024-03-08,2024-03-15,2024-03-18,240,AWARDED
T299,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at New Delhi,Water & Sanitation,Stormwater Drainage Network,New Delhi,Himachal Pradesh,14223607,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-07 11:30:00,2024-03-05 04:30:00,2024-03-11,2024-03-17,2024-03-24,240,AWARDED
T300,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Shimla,Electrical & Energy,Substation 33/11kV,Shimla,Himachal Pradesh,159662065,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-09 11:30:00,2024-03-10 04:30:00,2024-03-15,2024-03-18,2024-03-25,180,AWARDED
T301,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Solan,Road Infrastructure,Bridge Construction,Solan,Himachal Pradesh,118874269,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-12 11:30:00,2024-03-08 04:30:00,2024-03-13,2024-03-17,2024-03-24,240,AWARDED
T302,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Mandi,Civil Construction,District Sports Stadium,Mandi,Himachal Pradesh,43868808,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-02-12 11:30:00,2024-03-16 04:30:00,2024-03-23,2024-03-30,2024-04-08,240,AWARDED
T303,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Dharamshala,Water & Sanitation,Lift Irrigation Scheme,Dharamshala,Himachal Pradesh,120616201,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-12 11:30:00,2024-03-16 04:30:00,2024-03-23,2024-03-29,2024-04-02,240,AWARDED
T304,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at Chandigarh,Electrical & Energy,Substation 33/11kV,Chandigarh,Himachal Pradesh,150586134,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-02-14 11:30:00,2024-03-14 04:30:00,2024-03-21,2024-03-25,2024-03-31,180,AWARDED
T305,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Mohali,Road Infrastructure,Pavement Overlay,Mohali,Himachal Pradesh,13275527,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-15 11:30:00,2024-03-11 04:30:00,2024-03-15,2024-03-22,2024-03-30,90,AWARDED
T306,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Ludhiana,Civil Construction,Govt Senior School,Ludhiana,Himachal Pradesh,75872510,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-16 11:30:00,2024-03-09 04:30:00,2024-03-13,2024-03-20,2024-03-26,240,AWARDED
T307,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Ambala,Water & Sanitation,Stormwater Drainage Network,Ambala,Himachal Pradesh,156318931,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-19 11:30:00,2024-03-15 04:30:00,2024-03-22,2024-03-26,2024-04-04,240,AWARDED
T308,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at Panchkula,Electrical & Energy,Smart Metering System,Panchkula,Himachal Pradesh,76565053,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-02-19 11:30:00,2024-03-17 04:30:00,2024-03-25,2024-03-30,2024-04-09,365,AWARDED
